id	length	gene	biotype	chr
ENSG00000151729	4415	SLC25A4	protein_coding	chr4
ENSG00000164323	4851	CFAP97	protein_coding	chr4
ENSG00000109762	3766	SNX25	protein_coding	chr4
ENSG00000109771	5519	LRP2BP	protein_coding	chr4
ENSG00000250410	587	AC112722.1	lncRNA	chr4
ENSG00000186352	1444	ANKRD37	protein_coding	chr4
ENSG00000109775	2361	UFSP2	protein_coding	chr4
ENSG00000207231	114	Y_RNA	misc_RNA	chr4
ENSG00000205129	1134	C4orf47	protein_coding	chr4
ENSG00000168491	3044	CCDC110	protein_coding	chr4
ENSG00000249679	2797	AC106897.1	lncRNA	chr4
ENSG00000154553	5137	PDLIM3	protein_coding	chr4
ENSG00000154556	5996	SORBS2	protein_coding	chr4
ENSG00000233110	1789	AC093797.1	lncRNA	chr4
ENSG00000235902	618	AC108472.1	lncRNA	chr4
ENSG00000207497	95	Y_RNA	misc_RNA	chr4
ENSG00000285745	120	AC104805.1	processed_pseudogene	chr4
ENSG00000235149	549	AC096659.1	lncRNA	chr4
ENSG00000222727	131	RNU4-64P	snRNA	chr4
ENSG00000164342	6015	TLR3	protein_coding	chr4
ENSG00000109794	2997	FAM149A	protein_coding	chr4
ENSG00000253013	135	AC104070.1	snoRNA	chr4
ENSG00000250327	864	RPSAP70	processed_pseudogene	chr4
ENSG00000251008	395	ORAOV1P1	processed_pseudogene	chr4
ENSG00000279943	2459	FLJ38576	TEC	chr4
ENSG00000145476	8646	CYP4V2	protein_coding	chr4
ENSG00000164344	2317	KLKB1	protein_coding	chr4
ENSG00000088926	3053	F11	protein_coding	chr4
ENSG00000251165	1512	F11-AS1	lncRNA	chr4
ENSG00000287667	1863	AC109517.1	lncRNA	chr4
ENSG00000213332	886	SLC25A5P6	processed_pseudogene	chr4
ENSG00000272297	700	AC018709.1	protein_coding	chr4
ENSG00000212387	107	RNU6-1055P	snRNA	chr4
ENSG00000168412	1289	MTNR1A	protein_coding	chr4
ENSG00000083857	14776	FAT1	protein_coding	chr4
ENSG00000287169	1179	AC107050.1	lncRNA	chr4
ENSG00000250829	496	AC108865.1	lncRNA	chr4
ENSG00000272218	432	AC108865.2	lncRNA	chr4
ENSG00000249539	299	MRPS36P2	processed_pseudogene	chr4
ENSG00000249742	670	AC110772.1	lncRNA	chr4
ENSG00000250971	1122	AC110772.2	lncRNA	chr4
ENSG00000287571	642	AC108046.1	lncRNA	chr4
ENSG00000249747	743	LINC02374	lncRNA	chr4
ENSG00000250658	2114	AC097652.1	lncRNA	chr4
ENSG00000250042	498	LINC02514	lncRNA	chr4
ENSG00000250620	1257	LINC02515	lncRNA	chr4
ENSG00000251643	1223	AC093763.2	processed_pseudogene	chr4
ENSG00000251490	699	AC093763.1	lncRNA	chr4
ENSG00000250590	1619	LINC02492	lncRNA	chr4
ENSG00000249642	1733	AC097521.1	lncRNA	chr4
ENSG00000249162	2106	ADAM20P3	processed_pseudogene	chr4
ENSG00000286641	4146	AC108073.3	lncRNA	chr4
ENSG00000213331	674	AC108073.1	processed_pseudogene	chr4
ENSG00000179059	2647	ZFP42	protein_coding	chr4
ENSG00000179046	1639	TRIML2	protein_coding	chr4
ENSG00000241011	357	AC108073.2	processed_pseudogene	chr4
ENSG00000201085	104	RNU6-173P	snRNA	chr4
ENSG00000184108	1896	TRIML1	protein_coding	chr4
ENSG00000247130	505	AC138781.1	lncRNA	chr4
ENSG00000248370	1278	LINC02434	lncRNA	chr4
ENSG00000242169	649	AC093789.1	processed_pseudogene	chr4
ENSG00000248880	1849	ICE2P1	processed_pseudogene	chr4
ENSG00000249378	2435	LINC01060	lncRNA	chr4
ENSG00000250523	336	AC093909.3	processed_pseudogene	chr4
ENSG00000275826	1799	AC093909.5	processed_pseudogene	chr4
ENSG00000252275	61	RNU7-192P	snRNA	chr4
ENSG00000180015	1122	AC093909.1	processed_pseudogene	chr4
ENSG00000278974	775	AC093909.6	TEC	chr4
ENSG00000249269	802	AC093909.2	lncRNA	chr4
ENSG00000251619	426	LINC02508	lncRNA	chr4
ENSG00000250626	1991	AC093909.4	lncRNA	chr4
ENSG00000250024	646	AC122138.1	lncRNA	chr4
ENSG00000251310	412	AC107391.1	lncRNA	chr4
ENSG00000249877	339	AC105924.1	lncRNA	chr4
ENSG00000205100	2228	HSP90AA4P	transcribed_processed_pseudogene	chr4
ENSG00000250739	879	LINC01262	lncRNA	chr4
ENSG00000272566	610	AF250324.1	lncRNA	chr4
ENSG00000202215	176	RNU1-51P	snRNA	chr4
ENSG00000245685	2763	FRG1-DT	lncRNA	chr4
ENSG00000250666	592	LINC01596	lncRNA	chr4
ENSG00000109536	978	FRG1	protein_coding	chr4
ENSG00000249462	249	MLLT10P2	processed_pseudogene	chr4
ENSG00000271307	889	AF146191.1	processed_pseudogene	chr4
ENSG00000251297	1305	TUBB7P	unprocessed_pseudogene	chr4
ENSG00000199572	118	RNA5SP174	rRNA_pseudogene	chr4
ENSG00000201145	119	RNA5SP175	rRNA_pseudogene	chr4
ENSG00000224807	1259	DUX4L9	unprocessed_pseudogene	chr4
ENSG00000205097	2086	FRG2	protein_coding	chr4
ENSG00000250053	484	RARRES2P4	processed_pseudogene	chr4
ENSG00000214273	2073	AGGF1P1	processed_pseudogene	chr4
ENSG00000249003	1343	CLUHP4	unprocessed_pseudogene	chr4
ENSG00000281591	3363	DBET	lncRNA	chr4
ENSG00000277162	682	U85056.1	unprocessed_pseudogene	chr4
ENSG00000281720	1275	DUX4L8	unprocessed_pseudogene	chr4
ENSG00000281652	1275	DUX4L7	unprocessed_pseudogene	chr4
ENSG00000281058	1275	DUX4L6	unprocessed_pseudogene	chr4
ENSG00000280799	1275	DUX4L5	unprocessed_pseudogene	chr4
ENSG00000258834	1269	DUX4L4	unprocessed_pseudogene	chr4
ENSG00000280757	1275	DUX4L1	unprocessed_pseudogene	chr4
ENSG00000281627	1275	DUX4L3	unprocessed_pseudogene	chr4
ENSG00000280457	1275	DUX4L2	unprocessed_pseudogene	chr4
ENSG00000260596	1710	DUX4	protein_coding	chr4
ENSG00000261914	464	RPL23AP84	processed_pseudogene	chr4
ENSG00000282994	241	AC215524.1	processed_pseudogene	chr4
ENSG00000250020	718	AC113430.1	processed_pseudogene	chr5
ENSG00000153404	12612	PLEKHG4B	protein_coding	chr5
ENSG00000199540	111	Y_RNA	misc_RNA	chr5
ENSG00000185028	2570	LRRC14B	protein_coding	chr5
ENSG00000261434	564	AC021087.4	lncRNA	chr5
ENSG00000164366	9283	CCDC127	protein_coding	chr5
ENSG00000260774	2881	AC021087.3	lncRNA	chr5
ENSG00000073578	3001	SDHA	protein_coding	chr5
ENSG00000286001	3665	AC021087.5	protein_coding	chr5
ENSG00000248925	522	AC021087.1	lncRNA	chr5
ENSG00000249915	3763	PDCD6	protein_coding	chr5
ENSG00000288622	5874	PDCD6-AHRR	protein_coding	chr5
ENSG00000250848	1203	AC021087.2	processed_pseudogene	chr5
ENSG00000063438	5637	AHRR	protein_coding	chr5
ENSG00000214278	816	AC010442.1	processed_pseudogene	chr5
ENSG00000250645	407	AC010442.2	processed_pseudogene	chr5
ENSG00000221990	1663	EXOC3-AS1	lncRNA	chr5
ENSG00000180104	5748	EXOC3	protein_coding	chr5
ENSG00000188242	1876	PP7080	lncRNA	chr5
ENSG00000066230	5555	SLC9A3	protein_coding	chr5
ENSG00000225138	2762	SLC9A3-AS1	lncRNA	chr5
ENSG00000250385	1186	AC106772.2	lncRNA	chr5
ENSG00000264233	43	MIR4456	miRNA	chr5
ENSG00000249650	591	AC106772.1	lncRNA	chr5
ENSG00000112877	2366	CEP72	protein_coding	chr5
ENSG00000171368	5979	TPPP	protein_coding	chr5
ENSG00000271781	791	AC026740.1	lncRNA	chr5
ENSG00000206077	6257	ZDHHC11B	protein_coding	chr5
ENSG00000249908	239	BRD9P2	transcribed_unprocessed_pseudogene	chr5
ENSG00000285522	109	AC026740.2	transcribed_unprocessed_pseudogene	chr5
ENSG00000188818	3923	ZDHHC11	protein_coding	chr5
ENSG00000247872	656	SPCS2P3	processed_pseudogene	chr5
ENSG00000028310	4865	BRD9	protein_coding	chr5
ENSG00000071539	2431	TRIP13	protein_coding	chr5
ENSG00000287600	2899	AC122719.3	lncRNA	chr5
ENSG00000248949	559	AC122719.1	lncRNA	chr5
ENSG00000250173	420	AC122719.2	lncRNA	chr5
ENSG00000215246	3482	AC116351.1	lncRNA	chr5
ENSG00000272347	1585	AC116351.2	lncRNA	chr5
ENSG00000145506	2182	NKD2	protein_coding	chr5
ENSG00000113504	5300	SLC12A7	protein_coding	chr5
ENSG00000263834	79	MIR4635	miRNA	chr5
ENSG00000249201	1757	CTD-3080P12.3	lncRNA	chr5
ENSG00000174358	5168	SLC6A19	protein_coding	chr5
ENSG00000164363	2095	SLC6A18	protein_coding	chr5
ENSG00000287486	1019	AC114291.1	lncRNA	chr5
ENSG00000164362	5289	TERT	protein_coding	chr5
ENSG00000263670	68	MIR4457	miRNA	chr5
ENSG00000049656	3540	CLPTM1L	protein_coding	chr5
ENSG00000286388	3302	AC026748.3	lncRNA	chr5
ENSG00000250584	2076	LINC01511	lncRNA	chr5
ENSG00000248951	403	MTCO2P32	processed_pseudogene	chr5
ENSG00000279908	3251	AC026748.1	TEC	chr5
ENSG00000142319	3942	SLC6A3	protein_coding	chr5
ENSG00000153395	5610	LPCAT1	protein_coding	chr5
ENSG00000273742	95	MIR6075	miRNA	chr5
ENSG00000251532	692	AC091849.2	lncRNA	chr5
ENSG00000185986	2585	SDHAP3	transcribed_unprocessed_pseudogene	chr5
ENSG00000271119	1661	AC026412.3	lncRNA	chr5
ENSG00000248126	121	AC091849.1	unprocessed_pseudogene	chr5
ENSG00000188002	2338	AC026412.1	transcribed_unprocessed_pseudogene	chr5
ENSG00000232615	1075	AC026412.2	processed_pseudogene	chr5
ENSG00000288549	1921	AC026412.4	lncRNA	chr5
ENSG00000263746	84	MIR4277	miRNA	chr5
ENSG00000260066	3024	AC112176.1	lncRNA	chr5
ENSG00000171421	793	MRPL36	protein_coding	chr5
ENSG00000145494	550	NDUFS6	protein_coding	chr5
ENSG00000249966	428	AC025183.1	lncRNA	chr5
ENSG00000250417	493	LINC02116	lncRNA	chr5
ENSG00000279222	1482	AC025183.2	TEC	chr5
ENSG00000113430	2538	IRX4	protein_coding	chr5
ENSG00000249116	425	IRX4-AS1	lncRNA	chr5
ENSG00000249326	1635	CTD-2194D22.4	lncRNA	chr5
ENSG00000288108	509	AC126768.3	lncRNA	chr5
ENSG00000248994	4632	AC124852.1	lncRNA	chr5
ENSG00000248597	850	AC126768.1	lncRNA	chr5
ENSG00000249731	560	AC126768.2	lncRNA	chr5
ENSG00000201026	111	Y_RNA	misc_RNA	chr5
ENSG00000275733	165	AC092266.1	processed_pseudogene	chr5
ENSG00000281560	2647	LSINCT5	lncRNA	chr5
ENSG00000259757	688	AC091891.1	lncRNA	chr5
ENSG00000170561	3079	IRX2	protein_coding	chr5
ENSG00000186493	1441	C5orf38	lncRNA	chr5
ENSG00000249541	1099	AC116359.1	processed_pseudogene	chr5
ENSG00000248137	560	AC094105.1	lncRNA	chr5
ENSG00000248736	1850	AC094105.2	lncRNA	chr5
ENSG00000249808	1102	LINC01377	lncRNA	chr5
ENSG00000248118	3199	LINC01019	lncRNA	chr5
ENSG00000249830	574	LINC02162	lncRNA	chr5
ENSG00000250716	768	LINC01017	lncRNA	chr5
ENSG00000170549	2080	IRX1	protein_coding	chr5
ENSG00000259603	383	AC016595.1	lncRNA	chr5
ENSG00000248962	559	AC025773.1	lncRNA	chr5
ENSG00000249994	686	AC025187.1	lncRNA	chr5
ENSG00000250921	1599	LINC02063	lncRNA	chr5
ENSG00000260763	3300	AC106799.3	lncRNA	chr5
ENSG00000248973	1888	AC106799.2	lncRNA	chr5
ENSG00000231291	1676	AC106799.1	lncRNA	chr5
ENSG00000251371	540	AC010634.1	lncRNA	chr5
ENSG00000249521	801	LINC02114	lncRNA	chr5
ENSG00000248311	456	AC026719.1	lncRNA	chr5
ENSG00000249941	471	AC026415.1	lncRNA	chr5
ENSG00000251506	444	AC010451.3	lncRNA	chr5
ENSG00000250481	681	AC010451.1	lncRNA	chr5
ENSG00000215231	2328	LINC01020	lncRNA	chr5
ENSG00000251426	545	AC010451.2	lncRNA	chr5
ENSG00000250529	432	LINC02121	lncRNA	chr5
ENSG00000223007	292	RN7SKP73	misc_RNA	chr5
ENSG00000250579	5854	CTD-2297D10.2	lncRNA	chr5
ENSG00000145536	4979	ADAMTS16	protein_coding	chr5
ENSG00000250866	454	AC022424.1	lncRNA	chr5
ENSG00000251568	1114	ALG3P1	processed_pseudogene	chr5
ENSG00000286753	1912	AC091978.1	lncRNA	chr5
ENSG00000248729	580	MTCO1P30	processed_pseudogene	chr5
ENSG00000250808	364	MTCO2P30	processed_pseudogene	chr5
ENSG00000251476	492	MTCO1P31	processed_pseudogene	chr5
ENSG00000164151	7930	ICE1	protein_coding	chr5
ENSG00000286986	899	AC026736.1	lncRNA	chr5
ENSG00000261037	3255	AC010266.2	lncRNA	chr5
ENSG00000259861	442	AC010266.1	lncRNA	chr5
ENSG00000278913	2869	AC026797.1	TEC	chr5
ENSG00000250730	400	HMGB3P3	processed_pseudogene	chr5
ENSG00000250490	2419	LINC02145	lncRNA	chr5
ENSG00000133398	1101	MED10	protein_coding	chr5
ENSG00000287031	2408	AC093307.1	lncRNA	chr5
ENSG00000215218	5895	UBE2QL1	protein_coding	chr5
ENSG00000271230	310	AC027334.1	processed_pseudogene	chr5
ENSG00000250056	3954	LINC01018	lncRNA	chr5
ENSG00000037474	3558	NSUN2	protein_coding	chr5
ENSG00000145545	7035	SRD5A1	protein_coding	chr5
ENSG00000248677	3364	LINC02102	lncRNA	chr5
ENSG00000112941	5030	TENT4A	protein_coding	chr5
ENSG00000251365	1199	LINC02236	lncRNA	chr5
ENSG00000272071	541	AC122710.2	lncRNA	chr5
ENSG00000283420	69	MIR4278	miRNA	chr5
ENSG00000250974	1997	LINC02196	lncRNA	chr5
ENSG00000200243	336	RN7SKP79	misc_RNA	chr5
ENSG00000250060	2022	AC122710.1	lncRNA	chr5
ENSG00000212258	110	RNA5SP176	rRNA_pseudogene	chr5
ENSG00000287790	2296	AC025756.1	lncRNA	chr5
ENSG00000286254	1661	AC091889.1	lncRNA	chr5
ENSG00000237611	238	Metazoa_SRP	misc_RNA	chr5
ENSG00000285689	536	AC091951.4	lncRNA	chr5
ENSG00000248775	246	AC091951.2	processed_pseudogene	chr5
ENSG00000251250	1339	AC091951.3	transcribed_unprocessed_pseudogene	chr5
ENSG00000205976	2465	AC091951.1	unprocessed_pseudogene	chr5
ENSG00000251678	564	AC027343.3	lncRNA	chr5
ENSG00000250668	1438	LINC02123	lncRNA	chr5
ENSG00000249638	407	AC027343.1	lncRNA	chr5
ENSG00000249865	343	AC027343.2	lncRNA	chr5
ENSG00000223597	1189	LINC02142	lncRNA	chr5
ENSG00000078295	9908	ADCY2	protein_coding	chr5
ENSG00000250761	522	AC093305.1	lncRNA	chr5
ENSG00000215217	2028	C5orf49	protein_coding	chr5
ENSG00000124275	3274	MTRR	protein_coding	chr5
ENSG00000124279	2431	FASTKD3	protein_coding	chr5
ENSG00000251168	295	AC025174.1	lncRNA	chr5
ENSG00000199773	159	RNU1-76P	snRNA	chr5
ENSG00000287947	1030	AC116361.1	lncRNA	chr5
ENSG00000280338	576	AC091941.1	TEC	chr5
ENSG00000280251	167	AC091912.2	TEC	chr5
ENSG00000249486	248	AC091912.1	unprocessed_pseudogene	chr5
ENSG00000288002	3087	AC091912.3	lncRNA	chr5
ENSG00000245729	1587	LINC02226	lncRNA	chr5
ENSG00000249159	440	AC091965.1	lncRNA	chr5
ENSG00000251549	208	AC091965.3	unprocessed_pseudogene	chr5
ENSG00000272049	587	AC091965.4	lncRNA	chr5
ENSG00000247516	3366	MIR4458HG	lncRNA	chr5
ENSG00000250037	613	AC091965.2	unprocessed_pseudogene	chr5
ENSG00000279075	342	AC091965.5	TEC	chr5
ENSG00000284000	75	MIR4458	miRNA	chr5
ENSG00000249782	1064	AC091953.1	lncRNA	chr5
ENSG00000279097	160	AC091953.3	TEC	chr5
ENSG00000279264	341	AC091953.5	TEC	chr5
ENSG00000250389	524	MTND6P2	processed_pseudogene	chr5
ENSG00000248765	1133	MTCYBP37	processed_pseudogene	chr5
ENSG00000279002	296	AC091953.2	TEC	chr5
ENSG00000280373	233	AC091953.6	TEC	chr5
ENSG00000279125	236	AC091953.4	TEC	chr5
ENSG00000280438	200	AC091932.4	TEC	chr5
ENSG00000278877	291	AC091932.2	TEC	chr5
ENSG00000260981	427	AC091932.1	lncRNA	chr5
ENSG00000280185	323	AC091932.3	TEC	chr5
ENSG00000250198	5612	LINC02199	lncRNA	chr5
ENSG00000279635	256	AC091895.1	TEC	chr5
ENSG00000250619	805	AC021088.1	lncRNA	chr5
ENSG00000112902	11755	SEMA5A	protein_coding	chr5
ENSG00000266415	80	MIR4636	miRNA	chr5
ENSG00000248537	391	AC091906.1	lncRNA	chr5
ENSG00000279698	375	AC027335.2	TEC	chr5
ENSG00000251370	1679	SEMA5A-AS1	lncRNA	chr5
ENSG00000250001	543	AC027335.1	lncRNA	chr5
ENSG00000250786	1799	SNHG18	lncRNA	chr5
ENSG00000239112	70	SNORD123	snoRNA	chr5
ENSG00000248525	420	AC026787.1	lncRNA	chr5
ENSG00000169777	3005	TAS2R1	protein_coding	chr5
ENSG00000249781	1847	LINC02112	lncRNA	chr5
ENSG00000222054	107	RNA5SP177	rRNA_pseudogene	chr5
ENSG00000286556	876	AC091838.1	lncRNA	chr5
ENSG00000250814	1033	LINC02221	lncRNA	chr5
ENSG00000279011	306	AC091905.2	TEC	chr5
ENSG00000279755	234	AC091905.3	TEC	chr5
ENSG00000278874	311	AC091905.1	TEC	chr5
ENSG00000280016	202	AC091905.4	TEC	chr5
ENSG00000249807	943	AC034229.1	lncRNA	chr5
ENSG00000280449	224	AC034229.6	TEC	chr5
ENSG00000280368	185	AC034229.5	TEC	chr5
ENSG00000260515	2508	AC034229.2	lncRNA	chr5
ENSG00000271998	2436	AC034229.3	lncRNA	chr5
ENSG00000272417	441	AC034229.4	lncRNA	chr5
ENSG00000150756	2651	ATPSCKMT	protein_coding	chr5
ENSG00000248968	688	AC012640.1	lncRNA	chr5
ENSG00000150753	3293	CCT5	protein_coding	chr5
ENSG00000271980	2550	AC012640.4	lncRNA	chr5
ENSG00000271715	430	AC012640.3	lncRNA	chr5
ENSG00000164237	3893	CMBL	protein_coding	chr5
ENSG00000252341	108	Y_RNA	misc_RNA	chr5
ENSG00000252671	110	Y_RNA	misc_RNA	chr5
ENSG00000280369	319	AC012640.5	TEC	chr5
ENSG00000259802	901	AC012640.2	lncRNA	chr5
ENSG00000145495	9641	MARCHF6	protein_coding	chr5
ENSG00000250600	189	ROPN1L-AS1	lncRNA	chr5
ENSG00000145491	1291	ROPN1L	protein_coding	chr5
ENSG00000277073	109	MIR6131	miRNA	chr5
ENSG00000246016	483	LINC01513	lncRNA	chr5
ENSG00000244361	323	RPL30P7	processed_pseudogene	chr5
ENSG00000249396	2130	LINC02212	lncRNA	chr5
ENSG00000249166	415	AC092336.1	lncRNA	chr5
ENSG00000249160	774	LINC02213	lncRNA	chr5
ENSG00000280017	1739	AC112200.2	TEC	chr5
ENSG00000279450	234	AC112200.1	TEC	chr5
ENSG00000164236	9586	ANKRD33B	protein_coding	chr5
ENSG00000250106	522	ANKRD33B-AS1	lncRNA	chr5
ENSG00000251196	800	AC106760.1	unprocessed_pseudogene	chr5
ENSG00000251548	619	AC106760.2	processed_pseudogene	chr5
ENSG00000279979	259	AC012629.3	TEC	chr5
ENSG00000278865	328	AC012629.2	TEC	chr5
ENSG00000112977	2301	DAP	protein_coding	chr5
ENSG00000272324	377	DAP-DT	lncRNA	chr5
ENSG00000250576	342	AC012629.1	lncRNA	chr5
ENSG00000169862	5888	CTNND2	protein_coding	chr5
ENSG00000207312	108	RNU6-429P	snRNA	chr5
ENSG00000212305	106	RNU6-679P	snRNA	chr5
ENSG00000248783	372	AC106771.1	lncRNA	chr5
ENSG00000248131	1844	LINC01194	lncRNA	chr5
ENSG00000251112	632	AC106794.2	processed_pseudogene	chr5
ENSG00000249053	792	AC106794.1	processed_pseudogene	chr5
ENSG00000248457	270	LINC02220	lncRNA	chr5
ENSG00000248145	1342	AC016553.1	lncRNA	chr5
ENSG00000242608	428	RPS23P5	processed_pseudogene	chr5
ENSG00000248462	313	NENFP3	processed_pseudogene	chr5
ENSG00000243744	463	AC016546.1	processed_pseudogene	chr5
ENSG00000039139	15781	DNAH5	protein_coding	chr5
ENSG00000251423	3912	AC016576.1	lncRNA	chr5
ENSG00000038382	11460	TRIO	protein_coding	chr5
ENSG00000287581	1753	AC016549.1	lncRNA	chr5
ENSG00000145569	7040	OTULINL	protein_coding	chr5
ENSG00000248791	1294	AC010627.1	processed_pseudogene	chr5
ENSG00000250526	1593	CCT6P2	processed_pseudogene	chr5
ENSG00000250182	1389	EEF1A1P13	processed_pseudogene	chr5
ENSG00000261360	2797	AC010491.1	lncRNA	chr5
ENSG00000154124	7969	OTULIN	protein_coding	chr5
ENSG00000154122	8207	ANKH	protein_coding	chr5
ENSG00000286970	4709	AC010491.2	lncRNA	chr5
ENSG00000249485	1276	RBBP4P1	processed_pseudogene	chr5
ENSG00000264792	84	MIR4637	miRNA	chr5
ENSG00000272057	382	AC016575.1	lncRNA	chr5
ENSG00000249928	312	UQCRBP3	processed_pseudogene	chr5
ENSG00000250662	253	HNRNPKP5	processed_pseudogene	chr5
ENSG00000250247	1162	SEPHS2P1	processed_pseudogene	chr5
ENSG00000286441	545	AC016575.2	lncRNA	chr5
ENSG00000202269	135	U8	snoRNA	chr5
ENSG00000249332	1286	LINC02149	lncRNA	chr5
ENSG00000248834	634	MARK2P5	processed_pseudogene	chr5
ENSG00000286377	1557	AC114964.2	lncRNA	chr5
ENSG00000248699	1111	AC114964.1	processed_pseudogene	chr5
ENSG00000183580	4580	FBXL7	protein_coding	chr5
ENSG00000250250	707	CTD-2350J17.1	lncRNA	chr5
ENSG00000216077	79	MIR887	miRNA	chr5
ENSG00000222312	128	RNA5SP178	rRNA_pseudogene	chr5
ENSG00000183654	1757	MARCHF11	protein_coding	chr5
ENSG00000250981	708	MARCHF11-AS1	lncRNA	chr5
ENSG00000250448	2066	AC092335.1	lncRNA	chr5
ENSG00000248403	622	NACAP6	processed_pseudogene	chr5
ENSG00000248150	2120	LINC02150	lncRNA	chr5
ENSG00000249737	458	AC020980.1	lncRNA	chr5
ENSG00000173545	1707	ZNF622	protein_coding	chr5
ENSG00000154153	3208	RETREG1	protein_coding	chr5
ENSG00000246214	1894	AC024588.1	lncRNA	chr5
ENSG00000250415	704	AC022113.1	lncRNA	chr5
ENSG00000201370	92	Y_RNA	misc_RNA	chr5
ENSG00000145555	11456	MYO10	protein_coding	chr5
ENSG00000253093	121	RNA5SP179	rRNA_pseudogene	chr5
ENSG00000243538	348	RPS26P28	processed_pseudogene	chr5
ENSG00000201436	109	RNU6-660P	snRNA	chr5
ENSG00000176788	1807	BASP1	protein_coding	chr5
ENSG00000215196	2941	BASP1-AS1	lncRNA	chr5
ENSG00000271892	430	AC026790.1	lncRNA	chr5
ENSG00000206814	111	Y_RNA	misc_RNA	chr5
ENSG00000251990	101	RNA5SP180	rRNA_pseudogene	chr5
ENSG00000250816	555	DCAF13P2	processed_pseudogene	chr5
ENSG00000252908	105	RNU6-1003P	snRNA	chr5
ENSG00000185296	580	AC026785.1	processed_pseudogene	chr5
ENSG00000201715	340	RN7SKP133	misc_RNA	chr5
ENSG00000223361	930	FTH1P10	transcribed_processed_pseudogene	chr5
ENSG00000248223	867	AC026785.2	lncRNA	chr5
ENSG00000249199	1285	AC026785.3	lncRNA	chr5
ENSG00000250822	2312	LINC02111	lncRNA	chr5
ENSG00000248455	3512	LINC02217	lncRNA	chr5
ENSG00000249662	1223	LINC02218	protein_coding	chr5
ENSG00000268799	1110	H3Y2	protein_coding	chr5
ENSG00000250667	169	AC106774.1	processed_pseudogene	chr5
ENSG00000284373	597	TAF11L2	protein_coding	chr5
ENSG00000248205	321	H3P17	processed_pseudogene	chr5
ENSG00000249620	406	H3P18	processed_pseudogene	chr5
ENSG00000284439	597	TAF11L3	protein_coding	chr5
ENSG00000284283	597	TAF11L4	protein_coding	chr5
ENSG00000284234	597	TAF11L5	protein_coding	chr5
ENSG00000284042	597	TAF11L6	protein_coding	chr5
ENSG00000284465	597	TAF11L7	protein_coding	chr5
ENSG00000250088	234	AC233724.7	processed_pseudogene	chr5
ENSG00000283967	597	TAF11L8	protein_coding	chr5
ENSG00000283988	597	TAF11L9	protein_coding	chr5
ENSG00000284356	597	TAF11L10	protein_coding	chr5
ENSG00000248422	128	AC233724.3	processed_pseudogene	chr5
ENSG00000249282	253	AC233724.6	processed_pseudogene	chr5
ENSG00000283740	1201	TAF11L11	protein_coding	chr5
ENSG00000249156	1088	TAF11L12	protein_coding	chr5
ENSG00000271296	331	H3P19	processed_pseudogene	chr5
ENSG00000250351	407	H3P20	processed_pseudogene	chr5
ENSG00000250386	409	H3P21	processed_pseudogene	chr5
ENSG00000283776	597	TAF11L13	protein_coding	chr5
ENSG00000250782	594	TAF11L14	protein_coding	chr5
ENSG00000248471	267	AC233724.4	processed_pseudogene	chr5
ENSG00000248160	233	AC233724.1	processed_pseudogene	chr5
ENSG00000248542	598	AC233724.5	processed_pseudogene	chr5
ENSG00000248337	271	AC233724.2	processed_pseudogene	chr5
ENSG00000269466	982	H3Y1	protein_coding	chr5
ENSG00000274832	236	AC233724.8	processed_pseudogene	chr5
ENSG00000250715	404	H3P22	processed_pseudogene	chr5
ENSG00000249937	4660	LINC02223	lncRNA	chr5
ENSG00000240785	430	RPL36AP21	transcribed_processed_pseudogene	chr5
ENSG00000212278	74	SNORD81	snoRNA	chr5
ENSG00000241552	294	RN7SL58P	misc_RNA	chr5
ENSG00000248693	238	LINC02100	lncRNA	chr5
ENSG00000249191	474	UBE2V1P12	processed_pseudogene	chr5
ENSG00000249927	267	AC025768.1	processed_pseudogene	chr5
ENSG00000249285	678	AC114981.1	processed_pseudogene	chr5
ENSG00000276764	267	Metazoa_SRP	misc_RNA	chr5
ENSG00000249174	660	AC106744.1	lncRNA	chr5
ENSG00000251487	898	AC106744.2	lncRNA	chr5
ENSG00000242654	378	RPL32P14	processed_pseudogene	chr5
ENSG00000249557	1122	HSPD1P15	processed_pseudogene	chr5
ENSG00000145526	4793	CDH18	protein_coding	chr5
ENSG00000248766	295	AC093303.1	processed_pseudogene	chr5
ENSG00000214132	1404	AC094103.1	processed_pseudogene	chr5
ENSG00000249854	1264	CDH18-AS1	lncRNA	chr5
ENSG00000249490	1619	LINC02146	lncRNA	chr5
ENSG00000251629	2017	LINC02241	lncRNA	chr5
ENSG00000248308	782	AC138938.1	processed_pseudogene	chr5
ENSG00000286751	936	AC140168.1	lncRNA	chr5
ENSG00000248286	141	AC140172.1	processed_pseudogene	chr5
ENSG00000249359	5454	AC093274.1	lncRNA	chr5
ENSG00000183666	4157	GUSBP1	transcribed_unprocessed_pseudogene	chr5
ENSG00000233974	2685	AC138951.1	processed_pseudogene	chr5
ENSG00000279107	1161	AC138951.2	TEC	chr5
ENSG00000272130	291	AC091946.2	lncRNA	chr5
ENSG00000253766	852	AC091946.1	lncRNA	chr5
ENSG00000154162	4258	CDH12	protein_coding	chr5
ENSG00000213430	1726	HSPD1P1	processed_pseudogene	chr5
ENSG00000253104	501	AC139497.1	lncRNA	chr5
ENSG00000168967	1917	PMCHL1	transcribed_unprocessed_pseudogene	chr5
